"listing","date","last_offered_price","occupancy","revenue","blocked","creation_date"
ADJ205,2020-01-21 00:00:00,0.0,1.0,0.0,1,2019-11-21 00:00:00
ADJ205,2020-01-22 00:00:00,0.0,1.0,0.0,1,2019-11-21 00:00:00
ADJ205,2020-01-23 00:00:00,0.0,1.0,0.0,1,2019-11-21 00:00:00
ADJ205,2020-01-24 00:00:00,0.0,1.0,0.0,1,2019-11-21 00:00:00
ADJ205,2020-01-25 00:00:00,0.0,1.0,0.0,1,2019-11-21 00:00:00
ADJ205,2020-01-26 00:00:00,0.0,1.0,0.0,1,2019-11-21 00:00:00
ADJ205,2020-01-27 00:00:00,0.0,1.0,0.0,1,2019-11-21 00:00:00
ADJ205,2020-01-28 00:00:00,0.0,1.0,0.0,1,2019-11-21 00:00:00
ADJ205,2020-01-29 00:00:00,0.0,1.0,0.0,1,2019-11-21 00:00:00
ADJ205,2020-01-30 00:00:00,0.0,1.0,0.0,1,2019-11-21 00:00:00
ADJ205,2020-01-31 00:00:00,0.0,1.0,0.0,1,2019-11-21 00:00:00
ADJ205,2020-02-01 00:00:00,0.0,1.0,0.0,1,2019-11-21 00:00:00
ADJ205,2020-02-02 00:00:00,0.0,1.0,0.0,1,2019-11-21 00:00:00
ADJ205,2020-02-03 00:00:00,0.0,1.0,0.0,1,2019-11-21 00:00:00
ADJ205,2020-02-04 00:00:00,0.0,1.0,0.0,1,2019-11-21 00:00:00
ADJ205,2020-02-05 00:00:00,0.0,1.0,0.0,1,2020-01-16 00:00:00
ADJ205,2020-02-08 00:00:00,0.0,1.0,0.0,1,2020-02-08 00:00:00
ADJ205,2020-02-26 00:00:00,0.0,1.0,0.0,1,2019-11-21 00:00:00
ADJ205,2020-02-27 00:00:00,0.0,1.0,0.0,1,2019-11-21 00:00:00
ADJ205,2020-02-28 00:00:00,0.0,1.0,0.0,1,2019-11-21 00:00:00
ADJ205,2020-02-29 00:00:00,0.0,1.0,0.0,1,2019-11-21 00:00:00
ADJ205,2020-03-01 00:00:00,0.0,1.0,0.0,1,2019-11-21 00:00:00
ADJ205,2020-03-02 00:00:00,0.0,1.0,0.0,1,2019-11-21 00:00:00
ADJ205,2020-03-03 00:00:00,0.0,1.0,0.0,1,2019-11-21 00:00:00
ADJ205,2020-03-04 00:00:00,0.0,1.0,0.0,1,2019-11-21 00:00:00
ADJ205,2020-06-13 00:00:00,0.0,1.0,0.0,1,2020-06-13 00:00:00
ADJ205,2020-06-14 00:00:00,0.0,1.0,0.0,1,2020-06-13 00:00:00
ADJ205,2020-06-15 00:00:00,0.0,1.0,0.0,1,2020-06-13 00:00:00
ADJ205,2020-06-16 00:00:00,0.0,1.0,0.0,1,2020-06-13 00:00:00
ADJ205,2020-06-17 00:00:00,0.0,1.0,0.0,1,2020-06-13 00:00:00
ADJ205,2020-06-18 00:00:00,0.0,1.0,0.0,1,2020-06-13 00:00:00
ADJ205,2020-06-19 00:00:00,0.0,1.0,0.0,1,2020-06-13 00:00:00
ADJ205,2020-06-20 00:00:00,0.0,1.0,0.0,1,2020-06-13 00:00:00
ADJ205,2020-06-21 00:00:00,0.0,1.0,0.0,1,2020-06-13 00:00:00
ADJ205,2020-07-03 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-07-04 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-07-05 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-07-06 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-07-07 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-07-08 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-07-09 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-07-10 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-07-11 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-07-12 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-07-13 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-07-14 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-07-15 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-07-16 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-07-17 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-07-18 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-07-19 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-07-20 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-07-21 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-07-22 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-07-23 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-07-24 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-07-25 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-07-26 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-07-27 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-07-28 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-07-29 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-07-30 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-07-31 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-08-01 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-08-02 00:00:00,0.0,1.0,0.0,1,2020-07-03 00:00:00
ADJ205,2020-09-19 00:00:00,0.0,1.0,0.0,1,2020-09-16 00:00:00
ADJ205,2020-09-20 00:00:00,0.0,1.0,0.0,1,2020-09-16 00:00:00
ADJ205,2020-09-21 00:00:00,0.0,1.0,0.0,1,2020-09-16 00:00:00
ADJ205,2020-09-22 00:00:00,0.0,1.0,0.0,1,2020-09-16 00:00:00
ADJ205,2020-09-23 00:00:00,0.0,1.0,0.0,1,2020-09-16 00:00:00
ADJ205,2020-09-24 00:00:00,0.0,1.0,0.0,1,2020-09-16 00:00:00
ADJ205,2020-09-25 00:00:00,0.0,1.0,0.0,1,2020-09-16 00:00:00
ADJ205,2020-09-26 00:00:00,0.0,1.0,0.0,1,2020-09-16 00:00:00
ADJ205,2020-09-27 00:00:00,0.0,1.0,0.0,1,2020-09-16 00:00:00
ADJ205,2020-09-28 00:00:00,0.0,1.0,0.0,1,2020-09-16 00:00:00
ADJ205,2020-09-29 00:00:00,0.0,1.0,0.0,1,2020-09-16 00:00:00
ADJ205,2020-10-05 00:00:00,0.0,1.0,0.0,1,2020-10-05 00:00:00
ADJ205,2020-10-06 00:00:00,0.0,1.0,0.0,1,2020-10-05 00:00:00
ADJ205,2020-10-07 00:00:00,0.0,1.0,0.0,1,2020-10-05 00:00:00
ADJ205,2020-10-08 00:00:00,0.0,1.0,0.0,1,2020-10-05 00:00:00
ADJ205,2020-10-09 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-10-10 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-10-11 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-10-12 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-10-13 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-10-14 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-10-15 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-10-16 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-10-17 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-10-18 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-10-19 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-10-20 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-10-21 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-10-22 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-10-23 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-10-24 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-10-25 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-10-26 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-10-27 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-10-28 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-10-29 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-10-30 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-10-31 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-11-01 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-11-02 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-11-03 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-11-04 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-11-05 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-11-06 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-11-07 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-11-08 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2020-11-09 00:00:00,0.0,1.0,0.0,1,2020-10-08 00:00:00
ADJ205,2021-12-26 00:00:00,0.0,1.0,0.0,1,2021-10-25 00:00:00
ADJ205,2021-12-27 00:00:00,0.0,1.0,0.0,1,2021-10-25 00:00:00
ADJ205,2021-12-28 00:00:00,0.0,1.0,0.0,1,2021-10-25 00:00:00
ADJ205,2021-12-29 00:00:00,0.0,1.0,0.0,1,2021-10-25 00:00:00
ADJ205,2021-12-30 00:00:00,0.0,1.0,0.0,1,2021-10-25 00:00:00
ADJ205,2021-12-31 00:00:00,0.0,1.0,0.0,1,2021-10-25 00:00:00
ADJ205,2022-01-01 00:00:00,0.0,1.0,0.0,1,2021-10-25 00:00:00
ADJ205,2022-01-02 00:00:00,0.0,1.0,0.0,1,2021-10-25 00:00:00
ADJ205,2022-01-03 00:00:00,0.0,1.0,0.0,1,2021-10-25 00:00:00
ADJ205,2022-01-04 00:00:00,0.0,1.0,0.0,1,2021-10-25 00:00:00
ADJ205,2022-01-05 00:00:00,0.0,1.0,0.0,1,2021-10-25 00:00:00
ADJ205,2022-01-06 00:00:00,0.0,1.0,0.0,1,2021-10-25 00:00:00
ADJ205,2022-01-07 00:00:00,0.0,1.0,0.0,1,2021-10-25 00:00:00
ADJ205,2022-01-11 00:00:00,0.0,1.0,0.0,1,2022-01-11 00:00:00
ADJ205,2022-01-12 00:00:00,0.0,1.0,0.0,1,2022-01-11 00:00:00
ADJ205,2022-01-13 00:00:00,0.0,1.0,0.0,1,2022-01-11 00:00:00
ADJ205,2022-01-14 00:00:00,0.0,1.0,0.0,1,2022-01-11 00:00:00
ADJ205,2022-01-15 00:00:00,0.0,1.0,0.0,1,2022-01-11 00:00:00
ADJ205,2022-02-06 00:00:00,0.0,1.0,0.0,1,2022-02-06 00:00:00
ADJ205,2022-02-07 00:00:00,0.0,1.0,0.0,1,2022-02-06 00:00:00
ADJ205,2022-02-08 00:00:00,0.0,1.0,0.0,1,2022-02-06 00:00:00
ADJ205,2022-02-09 00:00:00,0.0,1.0,0.0,1,2022-02-06 00:00:00
ADJ205,2022-02-10 00:00:00,0.0,1.0,0.0,1,2022-02-06 00:00:00
ADJ205,2022-02-11 00:00:00,0.0,1.0,0.0,1,2022-02-06 00:00:00
ADJ205,2022-02-12 00:00:00,0.0,1.0,0.0,1,2022-02-06 00:00:00
ADJ205,2022-02-13 00:00:00,0.0,1.0,0.0,1,2022-02-06 00:00:00
ADJ205,2022-02-14 00:00:00,0.0,1.0,0.0,1,2022-02-06 00:00:00
AGAA5402,2021-03-14 00:00:00,0.0,1.0,0.0,1,2021-03-14 00:00:00
AGAA5402,2021-03-15 00:00:00,0.0,1.0,0.0,1,2021-03-14 00:00:00
AGAA5402,2021-04-05 00:00:00,0.0,1.0,0.0,1,2021-04-05 00:00:00
AGAA5402,2021-09-13 00:00:00,0.0,1.0,0.0,1,2021-09-13 00:00:00
AGAA5402,2021-09-14 00:00:00,0.0,1.0,0.0,1,2021-09-13 00:00:00
AGAA5402,2021-09-15 00:00:00,0.0,1.0,0.0,1,2021-09-13 00:00:00
AGAA5402,2021-09-16 00:00:00,0.0,1.0,0.0,1,2021-09-13 00:00:00
AGAA5402,2021-09-17 00:00:00,0.0,1.0,0.0,1,2021-09-17 00:00:00
AGAA5402,2021-09-18 00:00:00,0.0,1.0,0.0,1,2021-09-17 00:00:00
AGAA5402,2021-09-23 00:00:00,0.0,1.0,0.0,1,2021-09-23 00:00:00
AGAA5402,2021-11-20 00:00:00,0.0,1.0,0.0,1,2021-11-22 00:00:00
AGAA5402,2021-11-21 00:00:00,0.0,1.0,0.0,1,2021-11-22 00:00:00
AGAA5402,2021-11-22 00:00:00,0.0,1.0,0.0,1,2021-11-22 00:00:00
AGAA5402,2021-11-23 00:00:00,0.0,1.0,0.0,1,2021-11-22 00:00:00
AGAA5402,2021-11-24 00:00:00,0.0,1.0,0.0,1,2021-11-22 00:00:00
AGAA5402,2021-11-25 00:00:00,0.0,1.0,0.0,1,2021-11-22 00:00:00
AGAA5402,2021-11-26 00:00:00,0.0,1.0,0.0,1,2021-11-22 00:00:00
AGAA5402,2021-11-27 00:00:00,0.0,1.0,0.0,1,2021-11-22 00:00:00
AGAA5402,2022-01-31 00:00:00,0.0,1.0,0.0,1,2022-01-27 00:00:00
AGAA5402,2022-02-07 00:00:00,0.0,1.0,0.0,1,2022-02-04 00:00:00
AGAA5402,2022-02-14 00:00:00,0.0,1.0,0.0,1,2022-02-04 00:00:00
AGAA5402,2022-02-22 00:00:00,0.0,1.0,0.0,1,2022-02-14 00:00:00
AGAA5402,2022-02-23 00:00:00,0.0,1.0,0.0,1,2022-02-14 00:00:00
AGAB5402,2021-04-04 00:00:00,0.0,1.0,0.0,1,2021-04-04 00:00:00
AGAB5402,2021-04-05 00:00:00,0.0,1.0,0.0,1,2021-04-04 00:00:00
AGAB5402,2021-09-11 00:00:00,0.0,1.0,0.0,1,2021-09-11 00:00:00
AGAB5402,2021-09-12 00:00:00,0.0,1.0,0.0,1,2021-09-11 00:00:00
AGAB5402,2021-09-13 00:00:00,0.0,1.0,0.0,1,2021-09-13 00:00:00
AGAB5402,2021-09-14 00:00:00,0.0,1.0,0.0,1,2021-09-13 00:00:00
AGAB5402,2021-09-15 00:00:00,0.0,1.0,0.0,1,2021-09-13 00:00:00
AGAB5402,2021-09-16 00:00:00,0.0,1.0,0.0,1,2021-09-13 00:00:00
AGAB5402,2021-09-17 00:00:00,0.0,1.0,0.0,1,2021-09-17 00:00:00
AGAB5402,2021-09-18 00:00:00,0.0,1.0,0.0,1,2021-09-17 00:00:00
AGAB5402,2021-09-23 00:00:00,0.0,1.0,0.0,1,2021-09-23 00:00:00
AGAB5402,2021-09-24 00:00:00,0.0,1.0,0.0,1,2021-09-23 00:00:00
AGAB5402,2021-09-25 00:00:00,0.0,1.0,0.0,1,2021-09-23 00:00:00
AGAB5402,2021-09-26 00:00:00,0.0,1.0,0.0,1,2021-09-23 00:00:00
AGAC5402,2021-03-01 00:00:00,0.0,1.0,0.0,1,2021-03-01 00:00:00
AGAC5402,2021-03-02 00:00:00,0.0,1.0,0.0,1,2021-03-01 00:00:00
AGAC5402,2021-03-03 00:00:00,0.0,1.0,0.0,1,2021-03-03 00:00:00
AGAC5402,2021-03-04 00:00:00,0.0,1.0,0.0,1,2021-03-03 00:00:00
AGAC5402,2021-04-04 00:00:00,0.0,1.0,0.0,1,2021-04-04 00:00:00
AGAC5402,2021-04-05 00:00:00,0.0,1.0,0.0,1,2021-04-04 00:00:00
AGAC5402,2021-06-21 00:00:00,0.0,1.0,0.0,1,2021-06-21 00:00:00
AGAC5402,2021-06-22 00:00:00,0.0,1.0,0.0,1,2021-06-21 00:00:00
AGAC5402,2021-06-23 00:00:00,0.0,1.0,0.0,1,2021-06-21 00:00:00
AGAC5402,2021-09-11 00:00:00,0.0,1.0,0.0,1,2021-09-11 00:00:00
AGAC5402,2021-09-12 00:00:00,0.0,1.0,0.0,1,2021-09-11 00:00:00
AGAC5402,2021-09-13 00:00:00,0.0,1.0,0.0,1,2021-09-13 00:00:00
AGAC5402,2021-09-14 00:00:00,0.0,1.0,0.0,1,2021-09-13 00:00:00
AGAC5402,2021-09-15 00:00:00,0.0,1.0,0.0,1,2021-09-13 00:00:00
AGAC5402,2021-09-16 00:00:00,0.0,1.0,0.0,1,2021-09-13 00:00:00
AGAC5402,2021-09-17 00:00:00,0.0,1.0,0.0,1,2021-09-17 00:00:00
AGAC5402,2021-09-18 00:00:00,0.0,1.0,0.0,1,2021-09-17 00:00:00
AGAC5402,2021-09-23 00:00:00,0.0,1.0,0.0,1,2021-09-23 00:00:00
AGAC5402,2021-09-24 00:00:00,0.0,1.0,0.0,1,2021-09-23 00:00:00
AGAC5402,2021-09-25 00:00:00,0.0,1.0,0.0,1,2021-09-23 00:00:00
AGAC5402,2021-09-26 00:00:00,0.0,1.0,0.0,1,2021-09-23 00:00:00
AGAC5402,2021-11-21 00:00:00,0.0,1.0,0.0,1,2021-11-22 00:00:00
AGAC5402,2021-11-22 00:00:00,0.0,1.0,0.0,1,2021-11-22 00:00:00
AGAC5402,2021-11-23 00:00:00,0.0,1.0,0.0,1,2021-11-22 00:00:00
AGAC5402,2021-11-24 00:00:00,0.0,1.0,0.0,1,2021-11-22 00:00:00
AGAC5402,2021-11-25 00:00:00,0.0,1.0,0.0,1,2021-11-22 00:00:00
AGAC5402,2021-11-26 00:00:00,0.0,1.0,0.0,1,2021-11-22 00:00:00
AGAC5402,2021-11-27 00:00:00,0.0,1.0,0.0,1,2021-11-22 00:00:00
AGAC5402,2022-01-21 00:00:00,0.0,1.0,0.0,1,2022-01-20 00:00:00
AGAC5402,2022-01-22 00:00:00,0.0,1.0,0.0,1,2022-01-20 00:00:00
AGAC5402,2022-01-31 00:00:00,0.0,1.0,0.0,1,2022-01-31 00:00:00
AGAC5402,2022-02-01 00:00:00,0.0,1.0,0.0,1,2022-01-31 00:00:00
AGAC5402,2022-02-02 00:00:00,0.0,1.0,0.0,1,2022-01-31 00:00:00
AGAC5402,2022-02-03 00:00:00,0.0,1.0,0.0,1,2022-01-31 00:00:00
AGAC5402,2022-02-04 00:00:00,0.0,1.0,0.0,1,2022-01-31 00:00:00
AGAC5402,2022-02-05 00:00:00,0.0,1.0,0.0,1,2022-01-31 00:00:00
AGAC5402,2022-03-02 00:00:00,0.0,1.0,0.0,1,2022-03-02 00:00:00
AGAC5402,2022-03-03 00:00:00,0.0,1.0,0.0,1,2022-03-02 00:00:00
AGAC5402,2022-03-04 00:00:00,80.0,1.0,0.0,1,2022-03-02 00:00:00
AGAC5402,2022-03-05 00:00:00,84.0,1.0,0.0,1,2022-03-02 00:00:00
ASR204,2021-11-23 00:00:00,0.0,1.0,0.0,1,2021-11-23 00:00:00
ASR204,2021-11-24 00:00:00,0.0,1.0,0.0,1,2021-11-23 00:00:00
ASR204,2021-12-20 00:00:00,0.0,1.0,0.0,1,2021-11-16 00:00:00
ASR204,2021-12-21 00:00:00,0.0,1.0,0.0,1,2021-11-16 00:00:00
ASR204,2021-12-22 00:00:00,0.0,1.0,0.0,1,2021-11-16 00:00:00
ASR204,2021-12-23 00:00:00,0.0,1.0,0.0,1,2021-11-16 00:00:00
ASR204,2021-12-24 00:00:00,0.0,1.0,0.0,1,2021-11-16 00:00:00
ASR204,2021-12-25 00:00:00,0.0,1.0,0.0,1,2021-11-16 00:00:00
ASR204,2021-12-26 00:00:00,0.0,1.0,0.0,1,2021-11-16 00:00:00
ASR204,2021-12-27 00:00:00,0.0,1.0,0.0,1,2021-11-16 00:00:00
ASR204,2021-12-28 00:00:00,0.0,1.0,0.0,1,2021-11-16 00:00:00
ASR204,2021-12-29 00:00:00,0.0,1.0,0.0,1,2021-11-16 00:00:00
ASR204,2021-12-30 00:00:00,0.0,1.0,0.0,1,2021-11-16 00:00:00
ASR204,2021-12-31 00:00:00,0.0,1.0,0.0,1,2021-11-16 00:00:00
ASR204,2022-01-01 00:00:00,0.0,1.0,0.0,1,2021-11-16 00:00:00
ASR204,2022-01-24 00:00:00,0.0,1.0,0.0,1,2022-01-03 00:00:00
ASR204,2022-01-25 00:00:00,0.0,1.0,0.0,1,2022-01-03 00:00:00
ASR204,2022-01-26 00:00:00,0.0,1.0,0.0,1,2022-01-03 00:00:00
ASR204,2022-01-27 00:00:00,0.0,1.0,0.0,1,2022-01-03 00:00:00
ASR204,2022-01-28 00:00:00,0.0,1.0,0.0,1,2022-01-03 00:00:00
ASR204,2022-01-29 00:00:00,0.0,1.0,0.0,1,2022-01-03 00:00:00
ASR204,2022-01-30 00:00:00,0.0,1.0,0.0,1,2022-01-03 00:00:00
ASR204,2022-01-31 00:00:00,0.0,1.0,0.0,1,2022-01-29 00:00:00
ASR204,2022-02-01 00:00:00,0.0,1.0,0.0,1,2022-01-29 00:00:00
ASR204,2022-03-02 00:00:00,0.0,1.0,0.0,1,2022-02-28 00:00:00
ASR304,2022-02-23 00:00:00,0.0,1.0,0.0,1,2022-02-22 00:00:00
ASR304,2022-02-24 00:00:00,0.0,1.0,0.0,1,2022-02-22 00:00:00
ASR304,2022-03-02 00:00:00,0.0,1.0,0.0,1,2022-02-28 00:00:00
ATL018,2021-03-22 00:00:00,0.0,1.0,0.0,1,2021-02-17 00:00:00
ATL018,2021-04-25 00:00:00,0.0,1.0,0.0,1,2021-04-25 00:00:00
ATL018,2021-07-13 00:00:00,0.0,1.0,0.0,1,2021-07-12 00:00:00
ATL018,2021-07-14 00:00:00,0.0,1.0,0.0,1,2021-07-12 00:00:00
ATL018,2021-07-15 00:00:00,0.0,1.0,0.0,1,2021-07-12 00:00:00
ATL018,2021-07-16 00:00:00,0.0,1.0,0.0,1,2021-07-12 00:00:00
ATL018,2021-08-02 00:00:00,0.0,1.0,0.0,1,2021-07-26 00:00:00
ATL018,2021-08-03 00:00:00,0.0,1.0,0.0,1,2021-07-26 00:00:00
ATL018,2021-08-16 00:00:00,0.0,1.0,0.0,1,2021-08-09 00:00:00
ATL018,2021-08-17 00:00:00,0.0,1.0,0.0,1,2021-08-09 00:00:00
